SourceGene	TargetGene	PathwayType	Interaction
MIR33A	CROT	regulatory	regulate
MIR599	TGFB2	regulatory	regulate
MIR302D	VEGFA	regulatory	regulate
MIR302D	BNIP3L	regulatory	regulate
MIR302D	NR2F2	regulatory	regulate
MIR302D	TRPS1	regulatory	regulate
MIR302D	KLF13	regulatory	regulate
MIR302D	MAP3K1	regulatory	regulate
MIR302D	MBNL2	regulatory	regulate
MIR194-1	THBS1	regulatory	regulate
MIR194-1	MDM2	regulatory	regulate
MIR194-1	TRAF6	regulatory	regulate
MIR194-1	RAC1	regulatory	regulate
MIR194-1	FMR1	regulatory	regulate
MIR194-1	SOX5	regulatory	regulate
MIR194-1	NR2F2	regulatory	regulate
MIR194-1	IGF1R	regulatory	regulate
MIR194-1	BMI1	regulatory	regulate
MIR194-1	CDH2	regulatory	regulate
MIR194-1	ACVR2B	regulatory	regulate
MIR194-1	CD81	regulatory	regulate
MIR582	CREB1	regulatory	regulate
MIR582	CASP9	regulatory	regulate
MIR582	CDK1	regulatory	regulate
MIR582	FOXO1	regulatory	regulate
MIR582	FOXP2	regulatory	regulate
MIR582	CASP3	regulatory	regulate
MIR582	AKT3	regulatory	regulate
MIR582	EFNB2	regulatory	regulate
MIR582	DPYD	regulatory	regulate
MIR582	NEFL	regulatory	regulate
MIR501	LAMTOR5	regulatory	regulate
MIR95	CELF2	regulatory	regulate
MIR95	SNX1	regulatory	regulate
MIR95	SGPP1	regulatory	regulate
MIR375	PDPK1	regulatory	regulate
MIR375	TP53	regulatory	regulate
MIR375	JAK2	regulatory	regulate
MIR375	YAP1	regulatory	regulate
MIR375	SP1	regulatory	regulate
MIR375	PHLPP1	regulatory	regulate
MIR375	MTDH	regulatory	regulate
MIR375	KLF5	regulatory	regulate
MIR375	RUNX2	regulatory	regulate
MIR375	UBE3A	regulatory	regulate
MIR375	IGF1R	regulatory	regulate
MIR375	PIK3CA	regulatory	regulate
MIR375	CIP2A	regulatory	regulate
MIR375	ATG7	regulatory	regulate
MIR375	LDHB	regulatory	regulate
MIR375	SEC23A	regulatory	regulate
MIR375	YWHAZP5	regulatory	regulate
UBE3A	NFX1	signaling	inhibit
UBE3A	TP53	signaling	inhibit
UBE3A	CTNNB1	signaling	activate
MIR670	PROX1	regulatory	regulate
MIR92B	PTEN	regulatory	regulate
MIR92B	SMAD3	regulatory	regulate
MIR92B	NLK	regulatory	regulate
MIR92B	SLC15A1	regulatory	regulate
MIR92B	CDKN1C	regulatory	regulate
MIR92B	DKK3	regulatory	regulate
MIR136	BCL2	regulatory	regulate
MIR136	PTEN	regulatory	regulate
MIR136	MMP13	regulatory	regulate
MIR136	E2F1	regulatory	regulate
MIR136	FMR1	regulatory	regulate
MIR136	MTDH	regulatory	regulate
MIR136	PPP2R2A	regulatory	regulate
MIR136	AGO1	regulatory	regulate
MIR151A	ARHGDIA	regulatory	regulate
MIR151A	SOX17	regulatory	regulate
MIR151A	CASZ1	regulatory	regulate
MIR151A	N4BP1	regulatory	regulate
MIR151A	IL1RAPL1	regulatory	regulate
MIR370	CPT1A	regulatory	regulate
MIR370	GADD45B	regulatory	regulate
MIR370	FOXM1	regulatory	regulate
MIR370	FOXO1	regulatory	regulate
MIR370	TGFBR2	regulatory	regulate
MIR370	ENG	regulatory	regulate
MIR370	LIN28A	regulatory	regulate
MIR370	MAP3K8	regulatory	regulate
MAP3K8	IKBKG	signaling	modulate
MAP3K8	MAP2K2	signaling	activate
MAP3K8	NFKB1	signaling	inhibit
MAP3K8	MAP2K4	signaling	activate
MAP3K8	MAP3K14	signaling	activate
MAP3K8	MAP2K7	signaling	activate
MAP3K8	IKBKB	signaling	modulate
MAP3K8	CHUK	signaling	modulate
MAP3K8	MAP2K1	signaling	activate
MAP3K8	PLK1	signaling	activate
MAP3K8	MEK1/2	signaling	activate
MIR650	MX1	regulatory	regulate
MIR650	NDRG2	regulatory	regulate
MIR650	ING4	regulatory	regulate
MIR650	SCARA3	regulatory	regulate
MIR650	IFIT2	regulatory	regulate
MIR744	MYC	regulatory	regulate
MIR744	TGFB1	regulatory	regulate
MIR744	EEF1A2	regulatory	regulate
EEF1A2	HSF1	signaling	activate
MIR150	CDKN1B	regulatory	regulate
MIR150	TP53	regulatory	regulate
MIR150	MYB	regulatory	regulate
MIR150	BAK1	regulatory	regulate
MIR150	CTNNB1	regulatory	regulate
MIR150	NOTCH3	regulatory	regulate
MIR150	SP1	regulatory	regulate
MIR150	FOXP1	regulatory	regulate
MIR150	DLL4	regulatory	regulate
MIR150	SRCIN1	regulatory	regulate
MIR150	MUC4	regulatory	regulate
MIR150	ADIPOR2	regulatory	regulate
MIR150	FLT3	regulatory	regulate
MIR150	CXCR4	regulatory	regulate
MIR150	HTT	regulatory	regulate
MIR150	ZEB1	regulatory	regulate
MIR150	FZD4	regulatory	regulate
MIR150	MMP14	regulatory	regulate
MIR150	P2RX7	regulatory	regulate
MIR150	GAB1	regulatory	regulate
DLL4	NOTCH4	signaling	activate
DLL4	NOTCH2	signaling	activate
DLL4	NOTCH1	signaling	activate
DLL4	NOTCH3	signaling	activate
DLL4	PP2B	signaling	activate
MIR320D1	RUNX2	regulatory	regulate
MIR320D1	GNAI1	regulatory	regulate
MIR186	XIAP	regulatory	regulate
MIR186	CCND1	regulatory	regulate
MIR186	JAG1	regulatory	regulate
MIR186	NR5A2	regulatory	regulate
MIR186	ABCB1	regulatory	regulate
MIR186	CDK6	regulatory	regulate
MIR186	CSNK2A1	regulatory	regulate
MIR186	CDK2	regulatory	regulate
MIR186	PAK5	regulatory	regulate
MIR186	CASP10	regulatory	regulate
MIR186	P2RX7	regulatory	regulate
MIR186	HMGN5	regulatory	regulate
CASP10	CASP7	signaling	activate
CASP10	CASP3	signaling	activate
MIR28	CCND1	regulatory	regulate
MIR28	NME1	regulatory	regulate
MIR28	BAG1	regulatory	regulate
MIR28	HOXB3	regulatory	regulate
MIR28	NFE2L2	regulatory	regulate
MIR28	IGF1	regulatory	regulate
MIR28	RAP1B	regulatory	regulate
MIR28	MAD2L1	regulatory	regulate
MIR28	MPL	regulatory	regulate
MIR28	RAB23	regulatory	regulate
MIR196A2	NFKBIA	regulatory	regulate
MIR196A2	CDKN1B	regulatory	regulate
MIR196A2	COL1A1	regulatory	regulate
MIR196A2	COL3A1	regulatory	regulate
MIR196A2	FOXO1	regulatory	regulate
MIR196A2	HOXA5	regulatory	regulate
MIR196A2	HOXB8	regulatory	regulate
MIR196A2	HOXC8	regulatory	regulate
MIR196A2	S100A9	regulatory	regulate
MIR196A2	BACH1	regulatory	regulate
MIR196A2	UBE2C	regulatory	regulate
MIR196A2	ANXA1	regulatory	regulate
MIR196A2	KRT5	regulatory	regulate
MIR196A2	SPRR2C	regulatory	regulate
MIR1246	PML	regulatory	regulate
MIR1246	DLG3	regulatory	regulate
MIR1246	EBF1	regulatory	regulate
MIR1246	CADM1	regulatory	regulate
MIR1246	RTKN2	regulatory	regulate
MIR519C	HIF1A	regulatory	regulate
MIR519C	ELAVL1	regulatory	regulate
MIR519C	POLE4	regulatory	regulate
MIR519C	EXO1	regulatory	regulate
MIR519C	DUT	regulatory	regulate
MIR519C	RPA2	regulatory	regulate
MIR519C	ORAI1	regulatory	regulate
MIR519C	ABCG2	regulatory	regulate
MIR519C	ATP2C1	regulatory	regulate
MIR495	CCL2	regulatory	regulate
MIR495	ABCB1	regulatory	regulate
MIR495	PTP4A3	regulatory	regulate
MIR495	RUNX3	regulatory	regulate
MIR495	FHL1	regulatory	regulate
MIR495	SOX9	regulatory	regulate
MIR495	MTA3	regulatory	regulate
MIR495	MAT1A	regulatory	regulate
MIR495	F11R	regulatory	regulate
MIR766	BAX	regulatory	regulate
MIR766	SOX6	regulatory	regulate
MIR27B	VEGFC	regulatory	regulate
MIR27B	MMP13	regulatory	regulate
MIR27B	CREB1	regulatory	regulate
MIR27B	PPARG	regulatory	regulate
MIR27B	CCNT1	regulatory	regulate
MIR27B	MET	regulatory	regulate
MIR27B	MXI1	regulatory	regulate
MIR27B	ST14	regulatory	regulate
MIR27B	PRDM16	regulatory	regulate
MIR27B	EGFR	regulatory	regulate
MIR27B	KHSRP	regulatory	regulate
MIR27B	NFE2L2	regulatory	regulate
MIR27B	EYA4	regulatory	regulate
MIR27B	SPRY2	regulatory	regulate
MIR27B	RET	regulatory	regulate
MIR27B	VDR	regulatory	regulate
MIR27B	CYP1B1	regulatory	regulate
MIR27B	DPYD	regulatory	regulate
MIR27B	EDNRA	regulatory	regulate
MIR27B	CYP3A4	regulatory	regulate
MIR27B	CRISP2	regulatory	regulate
MIR27B	GOLM1	regulatory	regulate
KHSRP	DVL3	signaling	inhibit
MIR509-1	FOXM1	regulatory	regulate
MIR509-1	RAC1	regulatory	regulate
MIR509-1	CDK2	regulatory	regulate
MIR509-1	PIK3C2A	regulatory	regulate
MIR509-1	MAP3K8	regulatory	regulate
MIR708	BIRC5	regulatory	regulate
MIR708	CNTFR	regulatory	regulate
MIR708	FOXO3	regulatory	regulate
MIR708	ZEB2	regulatory	regulate
MIR708	CD38	regulatory	regulate
MIR708	SMAD3	regulatory	regulate
MIR708	BMI1	regulatory	regulate
MIR708	NNAT	regulatory	regulate
MIR708	CASP2	regulatory	regulate
MIR708	CD276	regulatory	regulate
MIR4689	KRAS	regulatory	regulate
MIR4689	AKT1	regulatory	regulate
MIR33B	CPT1A	regulatory	regulate
MIR33B	PCK1	regulatory	regulate
MIR33B	G6PC	regulatory	regulate
MIR33B	MYC	regulatory	regulate
MIR33B	PIM1	regulatory	regulate
MIR33B	RORA	regulatory	regulate
MIR33B	CREB1	regulatory	regulate
MIR33B	NCOA1	regulatory	regulate
MIR33B	NFYC	regulatory	regulate
MIR33B	IRS2	regulatory	regulate
MIR33B	ZEB1	regulatory	regulate
MIR33B	ABCA1	regulatory	regulate
MIR33B	HADHB	regulatory	regulate
MIR33B	PRKAA1	regulatory	regulate
MIR33B	TWIST1	regulatory	regulate
MIR33B	SIRT6	regulatory	regulate
MIR33B	HMGA2	regulatory	regulate
MIR33B	CROT	regulatory	regulate
MIR33B	SALL4	regulatory	regulate
MIR874	AQP3	regulatory	regulate
MIR874	HDAC1	regulatory	regulate
MIR874	CDK9	regulatory	regulate
MIR874	PPP1CA	regulatory	regulate
MIR1264	DNMT1	regulatory	regulate
MIR450A1	DNMT3A	regulatory	regulate
MIR518A1	MAP3K14	regulatory	regulate
MIR518A1	CCR6	regulatory	regulate
CCR6	JAK2	signaling	activate
CCR6	GNAI3	signaling	activate
CCR6	JAK3	signaling	activate
CCR6	GNAI1	signaling	activate
CCR6	GNAI2	signaling	activate
MIR499A	MEF2C	regulatory	regulate
MIR499A	PDCD4	regulatory	regulate
MIR499A	FOXN3	regulatory	regulate
MIR499A	ETS1	regulatory	regulate
MIR499A	VAV3	regulatory	regulate
MIR499A	KCNN3	regulatory	regulate
MIR499A	FOXO4	regulatory	regulate
MIR499A	MAPK6	regulatory	regulate
MIR545	CCND1	regulatory	regulate
MIR545	CDK4	regulatory	regulate
MIR545	BRCA1	regulatory	regulate
MIR513A2	XIAP	regulatory	regulate
MIR513A2	LHCGR	regulatory	regulate
MIR513A2	GSTP1	regulatory	regulate
MIR513A2	CD274	regulatory	regulate
MIR4782	XIAP	regulatory	regulate
MIR4782	SOX14	regulatory	regulate
MIR4782	ZEB2	regulatory	regulate
MIR4782	LEF1	regulatory	regulate
MIR4782	FBXW7	regulatory	regulate
MIR4782	USP14	regulatory	regulate
MIR675	MITF	regulatory	regulate
MIR675	RB1	regulatory	regulate
MIR675	CDH11	regulatory	regulate
MIR675	GPR55	regulatory	regulate
MIR153-1	BCL2	regulatory	regulate
MIR153-1	PTEN	regulatory	regulate
MIR153-1	MCL1	regulatory	regulate
MIR153-1	TGFB2	regulatory	regulate
MIR153-1	APP	regulatory	regulate
MIR153-1	APLP2	regulatory	regulate
MIR153-1	ZEB2	regulatory	regulate
MIR153-1	AKT1	regulatory	regulate
MIR153-1	NFE2L2	regulatory	regulate
MIR153-1	DDIT4	regulatory	regulate
MIR153-1	SNAI1	regulatory	regulate
MIR153-1	BSN	regulatory	regulate
MIR153-1	SNCA	regulatory	regulate
MIR153-1	SETD7	regulatory	regulate
MIR153-1	PCLO	regulatory	regulate
MIR18B	MDM2	regulatory	regulate
MIR18B	TNRC6B	regulatory	regulate
MIR18B	FOXN1	regulatory	regulate
MIR18B	SMAD2	regulatory	regulate
MIR18B	IGF1	regulatory	regulate
MIR18B	DICER1	regulatory	regulate
MIR382	SOD2	regulatory	regulate
MIR382	MYC	regulatory	regulate
MIR382	PTEN	regulatory	regulate
MIR382	YBX1	regulatory	regulate
MIR382	ROR1	regulatory	regulate
MIR377	BCL2L1	regulatory	regulate
MIR377	TIMP1	regulatory	regulate
MIR377	HMOX1	regulatory	regulate
MIR377	TP53	regulatory	regulate
MIR377	PTEN	regulatory	regulate
MIR377	E2F3	regulatory	regulate
MIR377	MAP3K7	regulatory	regulate
MIR592	CCND3	regulatory	regulate
MIR215	CXCL2	regulatory	regulate
MIR215	MDM2	regulatory	regulate
MIR215	EGR1	regulatory	regulate
MIR215	RB1	regulatory	regulate
MIR215	HOXA10	regulatory	regulate
MIR215	ZEB2	regulatory	regulate
MIR215	EREG	regulatory	regulate
MIR215	IGF1R	regulatory	regulate
MIR215	BMI1	regulatory	regulate
MIR215	IGF1	regulatory	regulate
MIR215	EFNB2	regulatory	regulate
MIR215	WNK1	regulatory	regulate
MIR215	DHFR	regulatory	regulate
MIR215	TYMS	regulatory	regulate
MIR215	IL17RA	regulatory	regulate
MIR215	IL17RE	regulatory	regulate
MIR215	NID1	regulatory	regulate
MIR215	ACVR2B	regulatory	regulate
MIR212	PTCH1	regulatory	regulate
MIR212	PTGS2	regulatory	regulate
MIR212	SOD2	regulatory	regulate
MIR212	MYC	regulatory	regulate
MIR212	PTEN	regulatory	regulate
MIR212	MAF	regulatory	regulate
MIR212	ADCY1	regulatory	regulate
MIR212	FOXO3	regulatory	regulate
MIR212	MECP2	regulatory	regulate
MIR212	KDM5A	regulatory	regulate
MIR212	TJP1	regulatory	regulate
MIR212	FOXA1	regulatory	regulate
MIR212	SOX11	regulatory	regulate
MIR212	SMAD2	regulatory	regulate
MIR212	KCNJ2	regulatory	regulate
MIR212	SOX4	regulatory	regulate
MIR212	SGK3	regulatory	regulate
MIR212	SPRED1	regulatory	regulate
MIR212	PEA15	regulatory	regulate
MIR212	ABCG2	regulatory	regulate
MIR212	IRAK4	regulatory	regulate
MIR212	SPRY1	regulatory	regulate
MIR212	IL15	regulatory	regulate
ADCY1	RAPGEF3	signaling	activate
ADCY1	PRKACB	signaling	activate
ADCY1	PRKACA	signaling	activate
ADCY1	PRKACG	signaling	activate
ADCY1	RAPGEF4	signaling	activate
SGK3	FOXO1	signaling	inhibit
SGK3	FOXO6	signaling	inhibit
SGK3	FOXO3	signaling	inhibit
SGK3	FOXO4	signaling	inhibit
SGK3	GSK3B	signaling	inhibit
SGK3	FOXO	signaling	inhibit
SGK3	FLII	signaling	activate
SGK3	GSK3A	signaling	inhibit
MIR512-1	CFLAR	regulatory	regulate
MIR512-1	MYC	regulatory	regulate
MIR512-1	MCL1	regulatory	regulate
MIR512-1	FN1	regulatory	regulate
MIR512-1	CD44	regulatory	regulate
MIR761	TIMP2	regulatory	regulate
MIR761	ING4	regulatory	regulate
MIR452	TCF4	regulatory	regulate
MIR452	BMI1	regulatory	regulate
MIR452	LEF1	regulatory	regulate
MIR198	CIITA	regulatory	regulate
MIR198	BIRC7	regulatory	regulate
MIR198	MET	regulatory	regulate
MIR198	VCP	regulatory	regulate
MIR198	NNAT	regulatory	regulate
MIR198	PBX1	regulatory	regulate
MIR198	MSLN	regulatory	regulate
MIR631	ZAP70	regulatory	regulate
MIR219A1	ESR1	regulatory	regulate
MIR219A1	ROBO1	regulatory	regulate
MIR219A1	GPC3	regulatory	regulate
MIR219A1	EGFR	regulatory	regulate
MIR219A1	MUC4	regulatory	regulate
MIR219A1	SMC4	regulatory	regulate
MIR216A	SMAD7	regulatory	regulate
MIR216A	CBL	regulatory	regulate
MIR216A	JAK2	regulatory	regulate
MIR216A	CDC42	regulatory	regulate
MIR216A	CD44	regulatory	regulate
MIR216A	CADM1	regulatory	regulate
MIR320C2	CDK6	regulatory	regulate
MIR320C2	RUNX2	regulatory	regulate
MIR320C2	GNAI1	regulatory	regulate
MIR320C2	NOD2	regulatory	regulate
MIR517A	FOXJ3	regulatory	regulate
MIR149	FOXM1	regulatory	regulate
MIR149	FOSL1	regulatory	regulate
MIR149	AKT1	regulatory	regulate
MIR149	ZBTB2	regulatory	regulate
MIR149	NDST1	regulatory	regulate
MIR3666	MET	regulatory	regulate
MIR208A	SOX6	regulatory	regulate
MIR208A	ARID2	regulatory	regulate
MIR208A	MED13	regulatory	regulate
MIR379	ABCC2	regulatory	regulate
MIR379	IL18	regulatory	regulate
MIR379	IL11	regulatory	regulate
MIR374B	WNT16	regulatory	regulate
MIR374B	AKT1	regulatory	regulate
MIR374B	RUNX2	regulatory	regulate
MIR374B	RECK	regulatory	regulate
MIR569	TP53INP1	regulatory	regulate
MIR638	SOX2	regulatory	regulate
MIR638	BRCA1	regulatory	regulate
MIR638	CDK2	regulatory	regulate
MIR638	NR4A3	regulatory	regulate
MIR638	SP2	regulatory	regulate
MIR548D2	ERBB2	regulatory	regulate
MIR548D2	PPARG	regulatory	regulate
MIR548D2	TP53BP2	regulatory	regulate
MIR154	CCND2	regulatory	regulate
MIR154	HMGA2	regulatory	regulate
MIR506	SPHK1	regulatory	regulate
MIR506	SNAI2	regulatory	regulate
MIR506	YAP1	regulatory	regulate
MIR506	PPARA	regulatory	regulate
MIR506	SLC4A2	regulatory	regulate
MIR506	SP1	regulatory	regulate
MIR506	FOXQ1	regulatory	regulate
MIR506	FLOT1	regulatory	regulate
MIR506	PIM3	regulatory	regulate
MIR506	VIM	regulatory	regulate
MIR506	CDH2	regulatory	regulate
MIR506	GLI3	regulatory	regulate
MIR506	DNMT3B	regulatory	regulate
MIR506	CD151	regulatory	regulate
MIR506	ITPR3	regulatory	regulate
ITPR3	CAMK2D	signaling	activate
ITPR3	CAMK2G	signaling	activate
ITPR3	CAMK2A	signaling	activate
ITPR3	CAMK2B	signaling	activate
MIR513B	HMGB3	regulatory	regulate
MIR639	FOXC1	regulatory	regulate
MIR361	VEGFA	regulatory	regulate
MIR361	SND1	regulatory	regulate
MIR361	AICDA	regulatory	regulate
MIR633	JUNB	regulatory	regulate
MIR633	JUND	regulatory	regulate
MIR660	MDM2	regulatory	regulate
MIR663A	CDKN1A	regulatory	regulate
MIR663A	TP53	regulatory	regulate
MIR663A	REN	regulatory	regulate
MIR663A	TGFB1	regulatory	regulate
MIR663A	APOE	regulatory	regulate
MIR663A	JUNB	regulatory	regulate
MIR663A	CXCR4	regulatory	regulate
MIR663A	HSPG2	regulatory	regulate
MIR663A	EEF1A2	regulatory	regulate
MIR663A	PIK3CD	regulatory	regulate
MIR663A	MYL9	regulatory	regulate
HSPG2	ITGB1	signaling	activate
HSPG2	VEGFA	signaling	activate
HSPG2	ITGA2	signaling	activate
HSPG2	PTPRS	signaling	activate
MIR541	ERBB2	regulatory	regulate
MIR541	TERT	regulatory	regulate
MIR325	HMGB1	regulatory	regulate
MIR320C1	CDK6	regulatory	regulate
MIR320C1	RUNX2	regulatory	regulate
MIR320C1	GNAI1	regulatory	regulate
MIR320C1	NOD2	regulatory	regulate
MIR187	TNF	regulatory	regulate
MIR187	HIPK3	regulatory	regulate
MIR187	ALDH1A3	regulatory	regulate
MIR187	NFKBIZ	regulatory	regulate
MIR187	DAB2	regulatory	regulate
MIR187	CD276	regulatory	regulate
HIPK3	TP53	signaling	activate
MIR509-2	FOXM1	regulatory	regulate
MIR509-2	RAC1	regulatory	regulate
MIR509-2	CDK2	regulatory	regulate
MIR509-2	PIK3C2A	regulatory	regulate
MIR509-2	MAP3K8	regulatory	regulate
MIR299	VEGFA	regulatory	regulate
MIR299	SPP1	regulatory	regulate
MIR762	IFITM5	regulatory	regulate
MIR552	ERBB2	regulatory	regulate
MIR508	PIKFYVE	regulatory	regulate
PIKFYVE	SCIN	signaling	inhibit
PIKFYVE	GSN	signaling	inhibit
MIR421	ATM	regulatory	regulate
MIR421	FOXO4	regulatory	regulate
MIR421	ACE2	regulatory	regulate
MIR421	NR1H4	regulatory	regulate
MIR219A2	ESR1	regulatory	regulate
MIR219A2	ROBO1	regulatory	regulate
MIR219A2	GPC3	regulatory	regulate
MIR219A2	EGFR	regulatory	regulate
MIR219A2	SMC4	regulatory	regulate
MIR1290	NAT1	regulatory	regulate
MIR584	ITLN1	regulatory	regulate
MIR584	ROCK1	regulatory	regulate
MIR484	VEGFB	regulatory	regulate
MIR484	KDR	regulatory	regulate
MIR484	TCL1A	regulatory	regulate
MIR320B2	NOD2	regulatory	regulate
MIR610	TBL1X	regulatory	regulate
MIR610	VASP	regulatory	regulate
MIR610	LRP6	regulatory	regulate
TBL1X	CTNNB1	signaling	modulate
MIR346	BCL6	regulatory	regulate
MIR346	TAP1	regulatory	regulate
MIR346	GSK3B	regulatory	regulate
MIR3928	CDK6	regulatory	regulate
MIR3928	DICER1	regulatory	regulate
MIR3928	IL6R	regulatory	regulate
MIR3928	ERBB3	regulatory	regulate
MIR1180	TNIP2	regulatory	regulate
MIR1180	OTUD7B	regulatory	regulate
MIR1180	BAD	regulatory	regulate
BAD	BCL2	signaling	inhibit
BAD	BCL2L1	signaling	inhibit
BAD	CASP3	signaling	inhibit
BAD	TP53	signaling	activate
BAD	BCL2L2	signaling	inhibit
MIR329-1	WNT7B	regulatory	regulate
MIR329-1	E2F1	regulatory	regulate
MIR329-1	KDM1A	regulatory	regulate
MIR329-1	MCAM	regulatory	regulate
MIR329-1	TIAM1	regulatory	regulate
MIR329-1	PTTG1	regulatory	regulate
MIR490	FOS	regulatory	regulate
MIR490	CCND1	regulatory	regulate
MIR490	CDK1	regulatory	regulate
MIR490	BMPR2	regulatory	regulate
MIR490	ERGIC3	regulatory	regulate
MIR490	PAPPA	regulatory	regulate
MIR490	HMGA2	regulatory	regulate
MIR376A1	PIK3R1	regulatory	regulate
MIR376A1	BECN1	regulatory	regulate
MIR376A1	CDK2	regulatory	regulate
MIR376A1	IGF1R	regulatory	regulate
MIR376A1	HDAC9	regulatory	regulate
MIR376A1	AGO2	regulatory	regulate
MIR376A1	PDIA6	regulatory	regulate
MIR376A1	GLE1	regulatory	regulate
MIR376A1	ATG4C	regulatory	regulate
MIR376A1	MICB	regulatory	regulate
ATG4C	GABARAPL2	signaling	activate
ATG4C	GABARAP	signaling	activate
ATG4C	GABARAPL1	signaling	activate
MIR944	S100PBP	regulatory	regulate
MIR944	HECW2	regulatory	regulate
MIR939	NOS2	regulatory	regulate
MIR939	CD2AP	regulatory	regulate
MIR939	APC2	regulatory	regulate
MIR518C	HSD17B1	regulatory	regulate
MIR888	CDH1	regulatory	regulate
MIR888	PGR	regulatory	regulate
MIR1269A	FOXO1	regulatory	regulate
MIR941-5	KDM6B	regulatory	regulate
MIR485	BACE1	regulatory	regulate
MIR485	NFYB	regulatory	regulate
MIR485	HIF3A	regulatory	regulate
MIR485	MAT1A	regulatory	regulate
MIR485	SLC40A1	regulatory	regulate
MIR526B	MMP1	regulatory	regulate
MIR411	MMP13	regulatory	regulate
MIR411	IL18	regulatory	regulate
MIR411	ITCH	regulatory	regulate
MIR642A	DOHH	regulatory	regulate
MIR1303	CLDN18	regulatory	regulate
MIR1303	ATG2B	regulatory	regulate
MIR297	VEGFA	regulatory	regulate
MIR1260B	SMAD4	regulatory	regulate
MIR1260B	DKK2	regulatory	regulate
MIR1260B	SFRP1	regulatory	regulate
MIR519D	XIAP	regulatory	regulate
MIR519D	SMAD7	regulatory	regulate
MIR519D	MMP2	regulatory	regulate
MIR519D	STAT3	regulatory	regulate
MIR519D	MMP3	regulatory	regulate
MIR548I1	IFNL1	regulatory	regulate
MIR320D2	RUNX2	regulatory	regulate
MIR320D2	GNAI1	regulatory	regulate
MIR298	ABCB1	regulatory	regulate
MIR657	IGF2R	regulatory	regulate
MIR561	HSD11B1	regulatory	regulate
MIR625	ILK	regulatory	regulate
MIR625	SOX2	regulatory	regulate
MIR625	SCAI	regulatory	regulate
MIR519B	ELAVL1	regulatory	regulate
MIR519B	POLE4	regulatory	regulate
MIR519B	EXO1	regulatory	regulate
MIR519B	DUT	regulatory	regulate
MIR519B	RPA2	regulatory	regulate
MIR519B	ORAI1	regulatory	regulate
MIR519B	ATP2C1	regulatory	regulate
MIR376A2	PIK3R1	regulatory	regulate
MIR376A2	BECN1	regulatory	regulate
MIR376A2	CDK2	regulatory	regulate
MIR376A2	IGF1R	regulatory	regulate
MIR376A2	HDAC9	regulatory	regulate
MIR376A2	AGO2	regulatory	regulate
MIR376A2	PDIA6	regulatory	regulate
MIR376A2	GLE1	regulatory	regulate
MIR376A2	ATG4C	regulatory	regulate
MIR376A2	MICB	regulatory	regulate
MIR548D1	ERBB2	regulatory	regulate
MIR548D1	PPARG	regulatory	regulate
MIR548D1	TP53BP2	regulatory	regulate
MIR1275	CLDN11	regulatory	regulate
MIR3613	APAF1	regulatory	regulate
MIR3613	DFFB	regulatory	regulate
MIR1289-2	ATP4A	regulatory	regulate
MIR1245A	BRCA2	regulatory	regulate
MIR940	JARID2	regulatory	regulate
MIR940	MIEN1	regulatory	regulate
MIR940	CD276	regulatory	regulate
MIR324	GLI1	regulatory	regulate
MIR324	WNT2B	regulatory	regulate
MIR324	SMO	regulatory	regulate
MIR324	SP1	regulatory	regulate
MIR324	ETS1	regulatory	regulate
MIR613	NR1H3	regulatory	regulate
MIR613	KRAS	regulatory	regulate
MIR613	FZD7	regulatory	regulate
MIR613	FN1	regulatory	regulate
MIR613	ABCA1	regulatory	regulate
MIR518B	FOXN1	regulatory	regulate
MIR518B	RAP1B	regulatory	regulate
MIR516A2	WNT5A	regulatory	regulate
MIR516A2	WEE1	regulatory	regulate
MIR516A2	KLK10	regulatory	regulate
MIR516A2	SULF1	regulatory	regulate
MIR337	HOXB7	regulatory	regulate
MIR337	RAP1A	regulatory	regulate
MIR337	CSNK2A1	regulatory	regulate
MIR337	STAT3	regulatory	regulate
MIR337	MMP14	regulatory	regulate
MIR423	CDKN1A	regulatory	regulate
MIR423	ADIPOR2	regulatory	regulate
MIR520D	EPHA2	regulatory	regulate
MIR99B	AKT1	regulatory	regulate
MIR99B	IGF1R	regulatory	regulate
MIR99B	MTOR	regulatory	regulate
MIR1182	TERT	regulatory	regulate
MIR548I4	IFNL1	regulatory	regulate
MIR3127	ABL1	regulatory	regulate
MIR3127	PHLPP1	regulatory	regulate
MIR3127	INPP5J	regulatory	regulate
MIR3127	INPP4A	regulatory	regulate
MIR3127	PHLPP2	regulatory	regulate
MIR4295	RUNX3	regulatory	regulate
MIR4295	USP28	regulatory	regulate
MIR147A	VEGFA	regulatory	regulate
MIR147A	CCND1	regulatory	regulate
MIR147A	AKT2	regulatory	regulate
MIR505	AMFR	regulatory	regulate
MIR505	FGF18	regulatory	regulate
FGF18	NTRK2	signaling	activate
FGF18	PDGFRA	signaling	activate
FGF18	PDGFRB	signaling	activate
FGF18	TEK	signaling	activate
FGF18	KDR	signaling	activate
FGF18	FGFR2	signaling	activate
FGF18	NGFR	signaling	activate
FGF18	FGFR3	signaling	activate
FGF18	EPHA2	signaling	activate
FGF18	FGFR4	signaling	activate
FGF18	KIT	signaling	activate
FGF18	CSF1R	signaling	activate
FGF18	FGFR1	signaling	activate
FGF18	FLT3	signaling	activate
FGF18	NTRK1	signaling	activate
FGF18	INSR	signaling	activate
FGF18	MET	signaling	activate
FGF18	EGFR	signaling	activate
FGF18	FLT1	signaling	activate
FGF18	FLT4	signaling	activate
